Sample_Name,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,characteristics_ch1.3,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,data_processing.1,data_processing.2,platform_id,contact_name,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,supplementary_file,supplementary_file.1,data_row_count,cell line:ch1,cosmic_id:ch1,primary histology:ch1,primary site:ch1,Sample_Plate,Sample_Group,Pool_ID,Project,Sample_Well,Basename,filenames,Purity_Impute_Absolute,Gains,Amp,HetLoss,HomDel,Amp10
SKMEL2,CellLine_SK-MEL-2,GSM1670437,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SK-MEL-2,Homo sapiens,cell line: SK-MEL-2,primary site: skin,primary histology: melanoma,cosmic_id: 905955,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670437/suppl/GSM1670437_8221932024_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670437/suppl/GSM1670437_8221932024_R04C01_Red.idat.gz,0,SK-MEL-2,905955,melanoma,skin,,Tumor,,,,8221932024_R04C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670437/GSM1670437_8221932024_R04C01,0.6419405,CDK6;ARPC1A;STARD3;DNMT3B;EEF1A2;EGFR;ERBB2;ETV1;FANCD2;GRB7;MET;MITF;NRAS;PIK3CA;PIK3CB;PIK3CG;DCUN1D1;EIF5A2;SMURF1;PTK6;RPS6KB1;SOX2;AURKA;VHL;YWHAB;ZNF217;NCOA3;EIF2A;PPM1D;RUVBL1;CDC6,CCND1;FADD,CDKN2A;CDKN2B;YAP1;BIRC2;BIRC3;PAFAH1B1;PAK1;C11orf30;RB1;SKP2;BRCA2;TFDP1,"",""
SKMEL24,CellLine_SK-MEL-24,GSM1670438,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SK-MEL-24,Homo sapiens,cell line: SK-MEL-24,primary site: skin,primary histology: melanoma,cosmic_id: 909725,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670438/suppl/GSM1670438_7878191011_R04C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670438/suppl/GSM1670438_7878191011_R04C02_Red.idat.gz,0,SK-MEL-24,909725,melanoma,skin,,Tumor,,,,7878191011_R04C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670438/GSM1670438_7878191011_R04C02,0.629325166666666,CDK6;ARPC1A;MET;PIK3CG;SMURF1;SKP2,"",FANCD2;CD274;VHL;TET1,CDKN2A;CDKN2B;PTEN,""
SKMEL30,CellLine_SK-MEL-30,GSM1670441,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SK-MEL-30,Homo sapiens,cell line: SK-MEL-30,primary site: skin,primary histology: melanoma,cosmic_id: 909726,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670441/suppl/GSM1670441_7959804160_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670441/suppl/GSM1670441_7959804160_R04C01_Red.idat.gz,0,SK-MEL-30,909726,melanoma,skin,,Tumor,,,,7959804160_R04C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670441/GSM1670441_7959804160_R04C01,0.665439333333333,CDKN2C;DNMT3B;E2F3;EEF1A2;JUN;MYCL1;NRAS;RAB23;PIK3CD;TRIT1;PTK6;CCND1;SOX4;AURKA;YWHAB;ZNF217;NCOA3;FADD;CHD1L,"",CDKN2A;CDKN2B;YAP1;CD274;BIRC2;BIRC3;PAK1;MED29;C11orf30;CCNE1,"",""
SNB75,CellLine_SNB75,GSM1670460,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SNB75,Homo sapiens,cell line: SNB75,primary site: nervous_system,primary histology: glioma,cosmic_id: 905982,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670460/suppl/GSM1670460_8221932074_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670460/suppl/GSM1670460_8221932074_R01C02_Red.idat.gz,0,SNB75,905982,glioma,nervous_system,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670460_8221932074_R01C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670460/GSM1670460_8221932074_R01C02,0.641820999999999,TFDP1,"",GATA6;PTEN;RB1;TET1,"",""
SNGM,CellLine_SNG-M,GSM1670461,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SNG-M,Homo sapiens,cell line: SNG-M,primary site: urogenital_system,primary histology: endometrium,cosmic_id: 909735,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670461/suppl/GSM1670461_8221932024_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670461/suppl/GSM1670461_8221932024_R01C02_Red.idat.gz,0,SNG-M,909735,endometrium,urogenital_system,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670461_8221932024_R01C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670461/GSM1670461_8221932024_R01C02,0.781658833333334,"","",CCND2,"",""
SNU449,CellLine_SNU-449,GSM1670471,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SNU-449,Homo sapiens,cell line: SNU-449,primary site: digestive_system,primary histology: liver,cosmic_id: 909738,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670471/suppl/GSM1670471_8359018114_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670471/suppl/GSM1670471_8359018114_R05C01_Red.idat.gz,0,SNU-449,909738,liver,digestive_system,,Tumor,,,,8359018114_R05C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670471/GSM1670471_8359018114_R05C01,0.648150333333333,AKT3;BCL2L2-PABPN1;TRIB1;E2F3;EEF1A2;NKX2-8;LSM1;MDM4;MET;MYC;PAX9;RAB23;WHSC1L1;C8orf4;PTK6;RPS6KB1;SOX4;AURKA;NKX2-1;YWHAB;YWHAZ;ZNF217;NCOA3;PPM1D;MTDH;BAG4;CHD1L;SETDB1,FGFR1,ETV1;FAT1;AR;RB1;BRCA2;LINC00290,CDKN2A;CDKN2B,""
SNU475,CellLine_SNU-475,GSM1670472,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SNU-475,Homo sapiens,cell line: SNU-475,primary site: digestive_system,primary histology: liver,cosmic_id: 909739,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670472/suppl/GSM1670472_8221924072_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670472/suppl/GSM1670472_8221924072_R04C01_Red.idat.gz,0,SNU-475,909739,liver,digestive_system,,Tumor,,,,8221924072_R04C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670472/GSM1670472_8221924072_R04C01,0.692771833333333,AKT3;TRIB1;ADAR;YAP1;YWHAQ;CKS1B;DNMT3B;E2F3;EEF1A2;BIRC2;BIRC3;MDM4;MAP3K5;MYB;MYC;MYCN;PTK6;SHC1;SOX4;AURKA;YWHAB;YWHAZ;ZNF217;NCOA3;MTDH;CHD1L;SETDB1,CCND1;FADD,CDKN2A;CDKN2B;FANCD2;FGFR1;LSM1;CD274;KRAS;MITF;DCUN1D1;WHSC1L1;C8orf4;RB1;RPS6KB1;SOX2;LINC00290;VHL;SLTM;PLA2G10;PPM1D;CCND2;BAG4,FAT1;AR;PTEN,""
SUIT2,CellLine_SUIT-2,GSM1670489,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SUIT-2,Homo sapiens,cell line: SUIT-2,primary site: pancreas,primary histology: pancreas,cosmic_id: 1240219,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670489/suppl/GSM1670489_8221924108_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670489/suppl/GSM1670489_8221924108_R01C01_Red.idat.gz,0,SUIT-2,1240219,pancreas,pancreas,,Tumor,,,,8221924108_R01C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670489/GSM1670489_8221924108_R01C01,0.778170166666667,TRIB1;YAP1;DNMT3B;EEF1A2;BIRC2;BIRC3;KRAS;MYC;PAK1;C11orf30;PTK6;CCND1;RPS6KB1;AURKA;TFDP1;YWHAB;YWHAZ;ZNF217;NCOA3;PPM1D;FADD;CCND2;MTDH,CDK4,E2F3;ERBB2;FANCD2;MITF;SOX4;BRCA2;VHL;CCNE1,CDKN2B,""
SUPT1,CellLine_SUP-T1,GSM1670494,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SUP-T1,Homo sapiens,cell line: SUP-T1,primary site: blood,primary histology: lymphoblastic_T_cell_leukaemia,cosmic_id: 909743,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670494/suppl/GSM1670494_8221932050_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670494/suppl/GSM1670494_8221932050_R01C02_Red.idat.gz,0,SUP-T1,909743,lymphoblastic_T_cell_leukaemia,blood,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670494_8221932050_R01C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670494/GSM1670494_8221932050_R01C02,0.602438833333333,MYC,"","",CDKN2A;CDKN2B,""
SW1116,CellLine_SW1116,GSM1670496,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SW1116,Homo sapiens,cell line: SW1116,primary site: digestive_system,primary histology: large_intestine,cosmic_id: 909746,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670496/suppl/GSM1670496_7970368144_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670496/suppl/GSM1670496_7970368144_R02C02_Red.idat.gz,0,SW1116,909746,large_intestine,digestive_system,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670496_7970368144_R02C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670496/GSM1670496_7970368144_R02C02,0.857414166666669,YAP1;DNMT3B;EEF1A2;EGFR;ETV1;FGFR1;LSM1;MAP3K5;MYB;PIK3CB;DCUN1D1;WHSC1L1;EIF5A2;PTK6;SKP2;SOX2;BRCA2;AURKA;YWHAB;ZNF217;NCOA3;EIF2A;RUVBL1;BAG4,PIK3CA,FANCD2;C8orf4;VHL,"",""
SW1463,CellLine_SW1463,GSM1670501,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SW1463,Homo sapiens,cell line: SW1463,primary site: digestive_system,primary histology: large_intestine,cosmic_id: 909748,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670501/suppl/GSM1670501_7970368144_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670501/suppl/GSM1670501_7970368144_R02C01_Red.idat.gz,0,SW1463,909748,large_intestine,digestive_system,,Tumor,,,,7970368144_R02C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670501/GSM1670501_7970368144_R02C01,0.894690833333337,TRIB1;DNMT3B;EEF1A2;MYC;PTK6;RB1;BRCA2;AURKA;TFDP1;YWHAB;YWHAZ;ZNF217;NCOA3;MTDH,"",FAT1;FGFR1;LSM1;KIT;PAFAH1B1;WHSC1L1;C8orf4;LINC00290;SLTM;BAG4,"",""
SW1710,CellLine_SW1710,GSM1670504,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SW1710,Homo sapiens,cell line: SW1710,primary site: urogenital_system,primary histology: bladder,cosmic_id: 909749,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670504/suppl/GSM1670504_8221932019_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670504/suppl/GSM1670504_8221932019_R03C02_Red.idat.gz,0,SW1710,909749,bladder,urogenital_system,,Tumor,,,,8221932019_R03C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670504/GSM1670504_8221932019_R03C02,0.654239833333333,CDK6;TRIB1;STARD3;DNMT3B;EEF1A2;EGFR;ERBB2;GRB7;MET;MYC;PIK3CG;EIF5A2;PTK6;AURKA;YWHAB;ZNF217;TET1;NCOA3;EIF2A;CCND2;CDC6,"",BCL2L2-PABPN1;CDKN2B;YAP1;EIF2S1;FAT1;NKX2-8;CD274;BIRC2;BIRC3;PAX9;RB1;BRCA2;TFDP1;NKX2-1,CDKN2A,""
SW780,CellLine_SW780,GSM1670512,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SW780,Homo sapiens,cell line: SW780,primary site: urogenital_system,primary histology: bladder,cosmic_id: 687457,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670512/suppl/GSM1670512_8359018053_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670512/suppl/GSM1670512_8359018053_R03C01_Red.idat.gz,0,SW780,687457,bladder,urogenital_system,,Tumor,,,,8359018053_R03C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670512/GSM1670512_8359018053_R03C01,0.816579500000001,DNMT3B;EEF1A2;FAT1;MDM2;MED29;PTK6;AURKA;YWHAB;ZNF217;NCOA3;CCNE1,"",FGFR1;CD274;HRAS;PKN1;PTEN;TET1,CDKN2A;CDKN2B,""
SW900,CellLine_SW900,GSM1670515,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SW900,Homo sapiens,cell line: SW900,primary site: lung,primary histology: lung_NSCLC_squamous_cell_carcinoma,cosmic_id: 724879,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670515/suppl/GSM1670515_7970368089_R04C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670515/suppl/GSM1670515_7970368089_R04C02_Red.idat.gz,0,SW900,724879,lung_NSCLC_squamous_cell_carcinoma,lung,,Tumor,,,,7970368089_R04C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670515/GSM1670515_7970368089_R04C02,0.771788333333333,AKT3;ADAR;YAP1;CKS1B;NKX2-8;BIRC2;BIRC3;KRAS;MDM4;PAFAH1B1;PAK1;PAX9;C11orf30;CCND1;SHC1;SKP2;NKX2-1;FADD;CHD1L;SETDB1,"",HRAS;PTEN,CDKN2A;CDKN2B,""
SW948,CellLine_SW948,GSM1670516,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SW948,Homo sapiens,cell line: SW948,primary site: digestive_system,primary histology: large_intestine,cosmic_id: 909757,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670516/suppl/GSM1670516_7878191011_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670516/suppl/GSM1670516_7878191011_R03C02_Red.idat.gz,0,SW948,909757,large_intestine,digestive_system,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670516_7878191011_R03C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670516/GSM1670516_7878191011_R03C02,0.908798833333336,CDK6;ARPC1A;YWHAQ;DNMT3B;EEF1A2;EGFR;ETV1;MET;MYCN;PIK3CG;MED29;SMURF1;PTK6;RB1;REL;BRCA2;AURKA;TFDP1;YWHAB;ZNF217;NCOA3,"",BCL2L2-PABPN1;CDKN2A;CDKN2B;CDKN2C;EIF2S1;FAT1;NKX2-8;GATA6;CD274;JUN;KIT;MYCL1;NRAS;PAX9;PIK3CD;TRIT1;PTEN;NKX2-1;LINC00290;SLTM;TET1;PLA2G10;IST1,"",""
